osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width,u,v,key
"[375930756, 28819510]",3,Teltower Damm,secondary,50,False,853.729,"LINESTRING (13.2637859 52.4220635, 13.2637465 52.422166, 13.2637321 52.4222035, 13.263721 52.4222322, 13.2634289 52.4229636, 13.2633215 52.4232395, 13.2631809 52.4234908, 13.2631708 52.4235066, 13.2630544 52.4236881, 13.2629299 52.4238617, 13.2627377 52.4240795, 13.2626429 52.4241869, 13.2625032 52.4243453, 13.2623853 52.4244665, 13.2613563 52.4255245, 13.2609246 52.4260501, 13.2607173 52.4263692, 13.2606308 52.4264958, 13.2605122 52.4267373, 13.2604028 52.4269507, 13.2602933 52.4272493, 13.2601399 52.4278161, 13.2600443 52.4281931, 13.259974 52.4284708, 13.2599325 52.4286346, 13.2598858 52.4290727, 13.2598753 52.4291444, 13.2598564 52.4292614)",,,,,,,,,,27252639,27252619,0
"[462582784, 462582785, 4895108, 624268772, 171766020, 171767175, 740150059, 123102510]",2,"['Alt-Kladow', 'Kladower Damm']","['secondary', 'tertiary']","['30', '50']",False,136.902,"LINESTRING (13.1443244 52.4543427, 13.1443053 52.4542499, 13.1442805 52.454144, 13.1442717 52.4541042, 13.1442401 52.4540472, 13.1441512 52.4538048, 13.1441303 52.4537229, 13.144094 52.4536407, 13.1440618 52.4535937, 13.1440591 52.4535898, 13.1440216 52.4535475, 13.143919 52.453456, 13.1438507 52.4534071, 13.1437161 52.4533296, 13.1436813 52.4533095, 13.1435456 52.4532656)",,,,,,,,,,27324702,31178993,0
"[48230568, 354012617, 35321362, 117818812]",,,"['cycleway', 'path']",,False,4514.788000000001,"LINESTRING (13.1443244 52.4543427, 13.1444214 52.454337, 13.1444412 52.4544008, 13.144487 52.4544565, 13.1445491 52.4545389, 13.14479 52.4547932, 13.1449513 52.4548902, 13.1450505 52.4549342, 13.1452721 52.4550324, 13.1453338 52.4550597, 13.1457554 52.4552681, 13.1459991 52.4553885, 13.1461202 52.4554483, 13.1464991 52.4556355, 13.1469278 52.4558754, 13.1473368 52.4561043, 13.1477173 52.4563173, 13.1480312 52.4564831, 13.1487007 52.4568677, 13.1502108 52.4577128, 13.1507534 52.4580103, 13.1512657 52.4582912, 13.1528146 52.4591738, 13.1539825 52.4598603, 13.1551664 52.4605326, 13.1559137 52.4609694, 13.1587019 52.4626003, 13.1587625 52.4626358, 13.1588156 52.4626668, 13.1624055 52.4647603, 13.1625408 52.4648576, 13.1630558 52.4652281, 13.163651 52.4657223, 13.165676 52.4673001, 13.166368 52.4678388, 13.1668801 52.4682024, 13.1694581 52.4703918, 13.1703584 52.4711215, 13.172109 52.4722819, 13.174768 52.4744431, 13.1768847 52.4762822, 13.1773247 52.4767522, 13.1781432 52.4774893, 13.1791041 52.4786334, 13.1792935 52.4788244, 13.1799054 52.4795757, 13.1799829 52.4796708, 13.1801178 52.4798413, 13.1803464 52.4801203, 13.1806513 52.4804924, 13.1810957 52.4810387, 13.1813428 52.4813424, 13.1815953 52.4816528, 13.1818232 52.4819329, 13.1819934 52.4821421, 13.1820861 52.482256, 13.1822078 52.4824056, 13.1827529 52.4830756, 13.1829241 52.483286, 13.1831602 52.4836673, 13.1832956 52.4839801, 13.1833717 52.4842448, 13.1833869 52.4843479, 13.1833904 52.4845376, 13.1833612 52.4849255, 13.1833102 52.4851891, 13.1832689 52.4852702, 13.1831558 52.4854922, 13.1830528 52.4856562, 13.1827604 52.4861216)",,,,,,,,,,27324702,414009374,0
377481632,,,path,,False,42.529,"LINESTRING (13.1443244 52.4543427, 13.1441572 52.4543953, 13.1440459 52.4544043, 13.143889 52.4544378, 13.1437603 52.4544967)",,,,,,,,,,27324702,5895007367,0
5363710,,Ringstraße,tertiary,50,False,66.773,"LINESTRING (13.3654606 52.4463174, 13.3663655 52.4460799)",,yes,,,,,,,,27374304,27374305,0
5363710,,Ringstraße,tertiary,50,False,66.773,"LINESTRING (13.3663655 52.4460799, 13.3654606 52.4463174)",,yes,,,,,,,,27374305,27374304,0
183256451,,Schappachstraße,unclassified,50,False,14.737,"LINESTRING (13.6253853 52.3895914, 13.6254941 52.3897061)",,,,,,,,,,27378688,94483180,0
"[70532928, 206903426, 511575459, 421209091, 355736434, 28925245, 157743391]","['1', '2']",Adlergestell,secondary,"['70', '60', '50']",True,1852.1190000000001,"LINESTRING (13.6253853 52.3895914, 13.6280407 52.3884388, 13.6294629 52.3878185, 13.6307562 52.3872431, 13.632553 52.386475, 13.6328539 52.386343, 13.6333371 52.3861274, 13.6335036 52.3860531, 13.6336186 52.3860004, 13.6349657 52.3851357, 13.6376136 52.3834232, 13.6387386 52.3826956, 13.6391817 52.3824102, 13.640569 52.3815186, 13.6429407 52.3799943, 13.6431681 52.3798335, 13.6433134 52.3797382, 13.6434725 52.3796365, 13.6436745 52.3795073, 13.6439352 52.3793406, 13.6440269 52.3792778, 13.6440568 52.3792565, 13.6443133 52.3790681, 13.6445584 52.3788882, 13.6447274 52.3787641, 13.6447692 52.3787337, 13.6451268 52.3784736, 13.6451671 52.3784443, 13.6453192 52.3783337)",,,,,,,,,,27378688,21432472,0
666317537,6,Columbiadamm,secondary,50,False,40.133,"LINESTRING (13.3943511 52.483955, 13.3941781 52.4839698, 13.3940782 52.4839811, 13.3938351 52.484022, 13.3937749 52.4840355)",,,,,,,,,,27431838,6238212997,0
243461323,3,Dahlemer Weg,secondary,50,False,71.841,"LINESTRING (13.2797126 52.4324283, 13.2797837 52.4325792, 13.2798003 52.4326145, 13.280005 52.4330493)",,,,,,,,,,27452691,1632277132,0
30243680,,Mühlenstraße,tertiary,50,False,16.302,"LINESTRING (13.2797126 52.4324283, 13.27954 52.4323834, 13.2794914 52.4323708)",,,,,,,,,,27452691,1897741151,0
177146159,,Finckensteinallee,tertiary,50,False,158.032,"LINESTRING (13.2797126 52.4324283, 13.279873 52.4324692, 13.2800288 52.432509, 13.2809051 52.4327326, 13.2812196 52.4328129, 13.2816168 52.4328908, 13.2818933 52.432918)",,,,,,,,,,27452691,1876031975,0
"[667256994, 692406466, 667255519, 672674911]",,Hermsdorfer Damm,secondary,50,False,1648.204,"LINESTRING (13.3018175 52.6171842, 13.3015917 52.6169417, 13.3015473 52.616894, 13.3012143 52.6165363, 13.30114 52.6164319, 13.3010962 52.6163427, 13.3010563 52.6162393, 13.301025 52.6161503, 13.3009937 52.6160612, 13.300941 52.6159096, 13.3008414 52.6156575, 13.3006867 52.6154613, 13.3003492 52.615204, 13.2996628 52.6148647, 13.2994064 52.6146995, 13.2992845 52.6145967, 13.2990737 52.6143778, 13.2985858 52.613871, 13.297785 52.6130244, 13.297742 52.6129806, 13.297695 52.6129285, 13.2970682 52.6122551, 13.2964372 52.6115771, 13.2958074 52.6108984, 13.2955103 52.6105782, 13.2952222 52.61028, 13.2950343 52.6100855, 13.2945568 52.609549, 13.2943007 52.6092785, 13.2940372 52.6090356, 13.2936884 52.608802, 13.2933863 52.6086462, 13.293018 52.608459, 13.2928336 52.6083521, 13.2926883 52.6082527, 13.2923202 52.6079046, 13.2922036 52.6077944, 13.2921374 52.6077319, 13.2914461 52.6070797, 13.2913823 52.606935, 13.2913537 52.6068371, 13.2913609 52.6067414, 13.2915039 52.6063297, 13.2915413 52.6060456, 13.2915436 52.6059393, 13.2915453 52.6058261, 13.2915277 52.6055279, 13.2914762 52.6054077, 13.2914343 52.6052625, 13.2914112 52.605211, 13.2913058 52.6050325, 13.2911287 52.6048038, 13.291012 52.6046772, 13.2908875 52.6045419, 13.2907377 52.604416)",,,,,,,,,,27466355,3732247263,0
"[23738640, 31236117, 29565645, 385969254]",4,"['Lankwitzer Straße', 'Kaiser-Wilhelm-Straße']",secondary,50,False,1469.715,"LINESTRING (13.327657 52.428483, 13.3277579 52.4285341, 13.3280159 52.42865, 13.3280703 52.4286745, 13.3283909 52.4287657, 13.3285116 52.4287933, 13.3286437 52.4288227, 13.3288163 52.4288619, 13.328915 52.4288848, 13.3294827 52.4290172, 13.3297272 52.4290742, 13.3298791 52.4291118, 13.3299446 52.429128, 13.3307588 52.4293293, 13.3309203 52.4293698, 13.3313158 52.4294688, 13.3315994 52.4295399, 13.3326302 52.4297954, 13.3326829 52.4298085, 13.3327747 52.4298314, 13.3330738 52.4299061, 13.3331036 52.4299136, 13.3334272 52.4299896, 13.3335866 52.4300287, 13.3337528 52.4300695, 13.3339507 52.4301181, 13.3340708 52.4301476, 13.3344806 52.430253, 13.3354178 52.4305042, 13.3354684 52.4305178, 13.3355735 52.4305541, 13.3356692 52.4305903, 13.3357018 52.4306026, 13.3358154 52.4306476, 13.3361692 52.4308151, 13.3365645 52.4310429, 13.3371726 52.4313898, 13.3377969 52.4317395, 13.3379573 52.4318252, 13.3380053 52.4318547, 13.3381368 52.4319335, 13.3382253 52.4319838, 13.3382756 52.4320124, 13.3384998 52.43214, 13.3386665 52.432239, 13.3392314 52.4325573, 13.3397666 52.4328618, 13.3400248 52.433007, 13.3412859 52.4337211, 13.3414782 52.4338305, 13.3419102 52.4340797, 13.3422543 52.4342834, 13.3424211 52.4343731, 13.3424745 52.4344019, 13.3425725 52.4344546, 13.3427518 52.4345547, 13.342794 52.4345782, 13.3433275 52.434876, 13.3437894 52.435141, 13.3440566 52.4352943, 13.3445911 52.4356008, 13.3450729 52.4358772, 13.3451362 52.4359135, 13.3451717 52.4359339)",,,,,,,,,,27492408,1941979001,0
37774395,,Skalitzer Straße,secondary,50,False,20.324,"LINESTRING (13.4303947 52.4992802, 13.4302701 52.4994465)",,,,,,,,,,27555224,318549151,0
"[172425905, 172425909, 875833374]",2,Skalitzer Straße,secondary,30,True,116.53699999999999,"LINESTRING (13.4303947 52.4992802, 13.4306309 52.4992455, 13.43083 52.4992243, 13.4310304 52.499221, 13.4311505 52.4992187, 13.4312386 52.4992258, 13.4318884 52.4993104, 13.4320862 52.4993367)",,,,,,,,,,27555224,122087860,0
538046758,,Monumentenstraße,residential,30,False,17.252,"LINESTRING (13.3641078 52.4882698, 13.3643626 52.48827)",,,,,,,,,,27786078,5208790594,0
"[23109088, 4618829, 4531630, 4531629, 102486225]",,"['Langenscheidtstraße', 'Langenscheidtbrücke']",residential,30,False,299.37399999999997,"LINESTRING (13.3641078 52.4882698, 13.3640313 52.4882781, 13.3639649 52.488292, 13.3639271 52.4883075, 13.3629683 52.48884, 13.362904 52.4888748, 13.3628614 52.4888983, 13.362751 52.4889585, 13.3626547 52.4890163, 13.3626114 52.4890423, 13.3620799 52.4893614, 13.3609129 52.4900875, 13.3608926 52.490099)",,yes,,,,,,,,27786078,27786103,0
10360372,,,path,,False,11.036999999999999,"LINESTRING (13.3641078 52.4882698, 13.3640568 52.4882302, 13.3640072 52.4881917)",,,,,,,,,,27786078,87830542,0
"[169201614, 13863062]",2,Ballonfahrerweg,unclassified,50,False,214.371,"LINESTRING (13.3666996 52.4746056, 13.3669162 52.4742844, 13.3669531 52.4742332, 13.3671101 52.4740151, 13.367186 52.4739097, 13.3672174 52.47378, 13.3672155 52.4736487, 13.3671648 52.4735515, 13.3669972 52.4733405, 13.3667238 52.4730087, 13.3666845 52.4729636, 13.3666517 52.4729261, 13.3665684 52.4728309)",,,,,,,,,,28096705,26554159,0
"[755644384, 755644385, 166645719]",2,Bernauer Straße,secondary,50,False,1451.4819999999997,"LINESTRING (13.2710492 52.5758536, 13.2713035 52.5758501, 13.2714071 52.5758481, 13.2714769 52.5758467, 13.2718059 52.5758402, 13.2723305 52.5758299, 13.2724847 52.5758269, 13.2727563 52.5758215, 13.2730571 52.5758156, 13.2738528 52.575801, 13.2739625 52.5757981, 13.2742904 52.575792, 13.27459 52.5757889, 13.2754463 52.57578, 13.2758802 52.5757755, 13.2772921 52.575755, 13.27736 52.575754, 13.2774857 52.5757522, 13.2776581 52.57575, 13.2777334 52.5757499, 13.2779643 52.5757494, 13.2780594 52.5757474, 13.2781314 52.5757452, 13.2790836 52.5757252, 13.2794605 52.5757157, 13.2800783 52.5757056, 13.2801771 52.5757069, 13.2809359 52.5756983, 13.2812372 52.5756929, 13.2815024 52.5756889, 13.2820477 52.5756798, 13.2821106 52.5756798, 13.2826839 52.5756685, 13.2831148 52.5756613, 13.2833289 52.5756577, 13.2833572 52.5756572, 13.2840314 52.5756458, 13.2841699 52.5756435, 13.2848632 52.5756318, 13.2849272 52.5756307, 13.2850917 52.5756279, 13.2852553 52.575625, 13.2853217 52.5756238, 13.2854788 52.575621, 13.2857671 52.5756137, 13.2858457 52.5756132, 13.2859592 52.5756124, 13.2868088 52.5756117, 13.2875425 52.5755945, 13.2876623 52.5755929, 13.2881871 52.5755803, 13.2887706 52.5755684, 13.2892507 52.5755557, 13.2893748 52.5755524, 13.2893933 52.5755521, 13.2894585 52.5755509, 13.2896245 52.5755479, 13.2900513 52.5755402, 13.2910909 52.575522, 13.2914774 52.5755173, 13.2919171 52.57551, 13.2925105 52.5755753)",,,,,,,,,,28320472,60591470,0
"[172431885, 4609191]",,"['Tharsanderweg', 'Pichelsdorfer Straße']","['residential', 'tertiary']","['30', '50']",False,292.238,"LINESTRING (13.1991795 52.515669, 13.1991924 52.5156322, 13.1991707 52.5155968, 13.1979746 52.5144217, 13.1977492 52.5141045, 13.1976755 52.5139985, 13.197634 52.513935, 13.1975599 52.5138834, 13.1974348 52.5138288, 13.1973205 52.5138064, 13.1971948 52.5138008, 13.1969088 52.5138016, 13.1968718 52.5136755, 13.1968651 52.5136485)",,,,,,,,,,28467944,1833373693,0
144898218,,Skalitzer Straße,secondary,30,False,17.305,"LINESTRING (13.4320158 52.4994863, 13.4320541 52.4994081, 13.4320862 52.4993367)",,,,,,,,,,29276773,122087860,0
188865517,2,Skalitzer Straße,secondary,30,True,120.08800000000001,"LINESTRING (13.4320158 52.4994863, 13.4318695 52.4994655, 13.4313545 52.4993938, 13.4311638 52.4993829, 13.4309871 52.4993775, 13.4307951 52.499385, 13.4302701 52.4994465)",,,,,,,,,,29276773,318549151,0
"[627273225, 144960908, 572456085, 802024934]",,Granitzstraße,secondary,50,False,510.70899999999995,"LINESTRING (13.4184188 52.5690034, 13.41712 52.5684247, 13.4156777 52.5677524, 13.414684 52.5671804, 13.4137671 52.5666526, 13.413721 52.5666261, 13.4136732 52.5665986, 13.413562 52.5665301, 13.4134316 52.5664463, 13.4133345 52.5663895, 13.4132432 52.5663465, 13.4131402 52.5663131, 13.4130223 52.5662817, 13.4128834 52.5662528, 13.4127306 52.5662246, 13.4127269 52.5662239, 13.4126601 52.5662116, 13.4125179 52.5661992)",,,,,,,,,,29422482,822502381,0
513580948,2,Rothenbachstraße,secondary,50,False,417.099,"LINESTRING (13.4366165 52.569712, 13.4364456 52.569717, 13.4363981 52.5697184, 13.436277 52.5697355, 13.4361551 52.5697601, 13.4360397 52.5697906, 13.4347144 52.5702213, 13.4335893 52.5705803, 13.4331448 52.570718, 13.4327032 52.5708622, 13.4315792 52.5712293, 13.4314042 52.5712865, 13.4311165 52.5713796)",,,,,,,,,,29778604,5019812943,0
37837030,3,Rennbahnstraße,secondary,50,False,108.836,"LINESTRING (13.4571166 52.5609987, 13.4571701 52.5609764, 13.4573375 52.5609067, 13.4574035 52.5608792, 13.4575895 52.5608017, 13.4578036 52.5607124, 13.4580073 52.5606274, 13.4582166 52.5605401, 13.4584255 52.560453, 13.4584444 52.5604451)",,,,,,,,,,29778886,653553820,0
"[30135002, 174392986, 432205822]","['2', '3']",Rennbahnstraße,secondary,50,False,232.268,"LINESTRING (13.4571166 52.5609987, 13.456958 52.561067, 13.4569152 52.5610855, 13.4562824 52.5613593, 13.4560616 52.5614532, 13.4550044 52.5618995, 13.4544984 52.5620993, 13.454441 52.562122, 13.4542937 52.5621891)",,,,,,,,,,29778886,3116349935,0
"[432205824, 142064614]","['2', '3']",Roelckestraße,secondary,50,False,423.709,"LINESTRING (13.4571166 52.5609987, 13.4572507 52.561106, 13.4572864 52.5611345, 13.4578856 52.5616139, 13.4583457 52.561982, 13.4584904 52.562094, 13.4586322 52.5622112, 13.4589234 52.5624442, 13.4592423 52.5627, 13.4593411 52.5627801, 13.460679 52.5638459, 13.4609207 52.5640271)",,,,,,,,,,29778886,30624386,0
100832885,,Görlitzer Straße,residential,30,False,990.875,"LINESTRING (13.4448947 52.495075, 13.4448773 52.4951183, 13.4448203 52.4951482, 13.4446514 52.4952063, 13.4443682 52.4952977, 13.4424739 52.4959113, 13.4422774 52.4959756, 13.4419932 52.4960672, 13.4411814 52.4963303, 13.4403808 52.4965899, 13.439391 52.4969115, 13.4383387 52.4972534, 13.437162 52.4976353, 13.4360498 52.4979957, 13.4345242 52.4984918, 13.433024 52.4989769, 13.4322316 52.4992338, 13.4320862 52.4993367)",,,,,,,,,,29787483,122087860,0
"[4686018, 4782403, 849565607, 148176594, 148176599]",,"['Wiener Straße', 'Görlitzer Ufer']",residential,30,True,276.918,"LINESTRING (13.4448947 52.495075, 13.4448773 52.4950343, 13.444259 52.4945653, 13.4440957 52.494437, 13.4437053 52.4941349, 13.4433425 52.4938434, 13.4432765 52.493803, 13.4431742 52.4937598, 13.4430299 52.4937264, 13.442938 52.4937166, 13.4428155 52.4937201, 13.442622 52.4937466, 13.4425333 52.4937706, 13.4421488 52.4939056, 13.4419706 52.49397)",,,,,,,,,,29787483,1908841211,0
223188530,3,Einbecker Straße,residential,50,False,44.115,"LINESTRING (13.5008577 52.5105266, 13.5010547 52.5104641, 13.5011285 52.5104407, 13.5014358 52.5103433)",,,,,,,,,,29805984,401565367,0
51877301,1,Einbecker Straße,residential,50,True,38.917,"LINESTRING (13.5008577 52.5105266, 13.5007235 52.5106255, 13.5006875 52.5106865, 13.500677 52.5107371, 13.5006775 52.510843)",,,,,,,,,,29805984,662096023,0
"[51872064, 32445835, 633055773]","['5', '2']",Sewanstraße,tertiary,50,False,240.25400000000002,"LINESTRING (13.5243807 52.4958275, 13.5241845 52.4957829, 13.5241239 52.4957691, 13.5238601 52.4957091, 13.5234378 52.4956131, 13.5232806 52.4955774, 13.5232188 52.4955633, 13.5230481 52.4955245, 13.5229046 52.4954919, 13.5212934 52.4951256, 13.5210589 52.4950672)",,,,,,,,,,29808680,239695348,0
"[51872065, 151370242, 821965928, 440023433, 44832941]","['2', '3']","['Am Tierpark', 'Treskowallee']",secondary,50,True,633.6700000000001,"LINESTRING (13.5243807 52.4958275, 13.5244452 52.4957368, 13.5247064 52.4953694, 13.5247486 52.4953023, 13.5249816 52.4949449, 13.5253002 52.4945386, 13.525377 52.4944407, 13.5254585 52.4943304, 13.5258845 52.4936603, 13.5259675 52.4935297, 13.5259843 52.4935032, 13.5260285 52.4934339, 13.5264229 52.4928133, 13.5268199 52.4922078, 13.5268437 52.4921701, 13.5269056 52.4920772, 13.5270679 52.4918228, 13.5272295 52.4915619, 13.5276085 52.4909652, 13.5277492 52.490711, 13.5277994 52.4905736, 13.5278092 52.4905304)",,,,,,,,,,29808680,553334329,0
631069430,1,Robert-Siewert-Straße,residential,30,False,97.05799999999999,"LINESTRING (13.5334604 52.4926367, 13.5330504 52.4926378, 13.5324762 52.4926394, 13.5321143 52.4926416, 13.5320269 52.4926394)",6,,,,,,,,,29809171,286638272,0
4766103,2,Waidmannsluster Damm,secondary,50,False,154.276,"LINESTRING (13.3206898 52.6072126, 13.3208034 52.6072377, 13.3219361 52.6074449, 13.322058 52.6074681, 13.3226037 52.607576, 13.3228647 52.6076362)",,,,,,,,,,30437209,5747829411,0
59109760,2,Dietzgenstraße,primary,50,False,408.108,"LINESTRING (13.4027892 52.5931689, 13.402979 52.593791, 13.4030335 52.5939757, 13.4030537 52.5940681, 13.4030644 52.5942851, 13.4030697 52.594403, 13.403073 52.5946153, 13.4030727 52.5946925, 13.4030686 52.5947935, 13.403063 52.5951043, 13.4030541 52.5954011, 13.4030485 52.5955853, 13.4030085 52.5962555, 13.4030084 52.5962968, 13.4029424 52.5968225)",,,B 96a,,,,,,,30561524,245933537,0
435358675,4,Egon-Erwin-Kisch-Straße,tertiary,50,False,48.096999999999994,"LINESTRING (13.5151331 52.5671844, 13.5150873 52.5672221, 13.5150325 52.567268, 13.5149868 52.5673052, 13.5147423 52.5675073, 13.5147109 52.5675326)",,,,,,,,,,30689845,6477407189,0
6060646,2,Pablo-Picasso-Straße,secondary,50,False,25.576999999999998,"LINESTRING (13.5151331 52.5671844, 13.5152306 52.567097, 13.5152544 52.5670748, 13.5153391 52.5669915)",,,,,,,,,,30689845,213215575,0
40520560,2,Falkenberger Chaussee,secondary,50,True,43.851,"LINESTRING (13.5151331 52.5671844, 13.5148924 52.5670885, 13.5145905 52.5669682)",,,,,,,,,,30689845,1987229865,0
570459636,,Gallwitzallee,tertiary,50,False,3.792,"LINESTRING (13.3463466 52.4319316, 13.3463466 52.4319657)",,,,,,,,,,30739798,5484447108,0
57743468,,Am Vierrutenberg,residential,30,False,252.57399999999998,"LINESTRING (13.3412287 52.6158434, 13.3422059 52.6149872, 13.342445 52.6147777, 13.3427078 52.6145474, 13.3432381 52.6140828, 13.3433583 52.6139759)",,,,,,,,,,30818857,715922663,0
"[462582784, 462582785, 171766020, 4895108, 624268772, 171767175, 740150059, 123102510]",2,"['Alt-Kladow', 'Kladower Damm']","['secondary', 'tertiary']","['30', '50']",False,136.902,"LINESTRING (13.1435456 52.4532656, 13.1436813 52.4533095, 13.1437161 52.4533296, 13.1438507 52.4534071, 13.143919 52.453456, 13.1440216 52.4535475, 13.1440591 52.4535898, 13.1440618 52.4535937, 13.144094 52.4536407, 13.1441303 52.4537229, 13.1441512 52.4538048, 13.1442401 52.4540472, 13.1442717 52.4541042, 13.1442805 52.454144, 13.1443053 52.4542499, 13.1443244 52.4543427)",,,,,,,,,,31178993,27324702,0
26236440,,Planetenstraße,residential,,False,10.257,"LINESTRING (13.4673175 52.46859, 13.4672143 52.4685225)",,,,,,,,,,31357353,35215842,0
19383831,3,Neuköllnische Allee,tertiary,50,False,10.957,"LINESTRING (13.460677 52.4680772, 13.4608053 52.4680172)",8,,,,,,,,,31390653,2387749816,0
"[862875718, 862875720, 460650280, 26236491, 460834669, 431551310, 465525262, 26236496, 386460944, 824712376, 460818841, 460818842]","['2', '3', '4']","['Sonnenallee', 'Grenzallee']",secondary,50,True,610.0530000000001,"LINESTRING (13.460677 52.4680772, 13.4608212 52.4681659, 13.4614148 52.4684866, 13.4616476 52.4686035, 13.4619518 52.4687647, 13.4622498 52.4689241, 13.4622921 52.4689466, 13.4627118 52.46917, 13.4629492 52.4692964, 13.4631787 52.4694186, 13.46353 52.4696039, 13.4637918 52.469742, 13.4643337 52.4700313, 13.4644798 52.4701112, 13.4646068 52.4701826, 13.4647592 52.4700927, 13.4647888 52.4700746, 13.4650925 52.4698812, 13.4652141 52.4698025, 13.4654034 52.4696797, 13.4658057 52.469424, 13.4661275 52.4692181, 13.4661832 52.4691824, 13.4662858 52.4691168, 13.4664549 52.4690139, 13.4669296 52.4687039, 13.4671109 52.4685884, 13.4672143 52.4685225)",,,,,,,,,,31390653,35215842,0
"[143742580, 724688436]",2,Fürstenwalder Damm,secondary,60,False,764.365,"LINESTRING (13.6430678 52.4560332, 13.6436959 52.4559259, 13.6443271 52.4557912, 13.6445031 52.4557518, 13.6450776 52.4555724, 13.6456839 52.4553456, 13.6460644 52.4551721, 13.6464305 52.4549847, 13.6468819 52.4547154, 13.6475037 52.4543111, 13.6481477 52.4539042, 13.6485003 52.4537096, 13.648861 52.4535408, 13.6490458 52.4534623, 13.6493379 52.4533557, 13.6496488 52.4532553, 13.6507881 52.4529386, 13.6525128 52.4524641)",,,,,,,,,,31491358,254100384,0
"[24872481, 31012190]",2,Chemnitzer Straße,secondary,50,False,1622.0299999999997,"LINESTRING (13.575408 52.489048, 13.5755345 52.4896209, 13.57558 52.4898045, 13.575645 52.4901164, 13.575671 52.4902245, 13.5757422 52.4905382, 13.5757829 52.4907176, 13.5758283 52.4909173, 13.5758473 52.4910011, 13.5758831 52.4911487, 13.5760745 52.4920071, 13.5761507 52.492349, 13.576261 52.4928335, 13.5763118 52.4930566, 13.5764058 52.4934696, 13.5764399 52.4936316, 13.5765129 52.4939886, 13.5765594 52.4941504, 13.5766731 52.4945875, 13.5768154 52.4952877, 13.5768622 52.4954433, 13.5772304 52.4962338, 13.5772688 52.4963162, 13.5773756 52.4965389, 13.5773867 52.4965591, 13.5776282 52.4970656, 13.5778561 52.4975454, 13.577901 52.4976447, 13.5779603 52.4977598, 13.5780189 52.4978735, 13.5781254 52.4981076, 13.578192 52.498241, 13.5784264 52.4987546, 13.5786525 52.4991619, 13.5789966 52.4997696, 13.5791123 52.4999738, 13.5792761 52.5002726, 13.5796196 52.5008871, 13.5801554 52.5018456, 13.580703 52.502851, 13.5808615 52.5031981)",,,,,,,,,,31532412,31532418,0
"[631557114, 784262574]",,Askanierring,tertiary,50,False,241.67499999999998,"LINESTRING (13.1939856 52.5467804, 13.1939383 52.5469846, 13.1937716 52.5476851, 13.193661 52.5481628, 13.1935359 52.5486818, 13.1935245 52.5487266, 13.1934794 52.5489319)",,,,,,,,,,33017732,5963945821,0
"[35576841, 9933012]",,"['Lutoner Straße', 'Cosmarweg']",tertiary,,False,1193.0659999999998,"LINESTRING (13.1610466 52.525373, 13.1611836 52.5253936, 13.1627898 52.525635, 13.1642795 52.5258806, 13.1657988 52.5261048, 13.1662852 52.5261682, 13.1666693 52.5262311, 13.1668526 52.5262604, 13.1674604 52.5263539, 13.1677634 52.5264154, 13.168236 52.5265113, 13.1689898 52.5267743, 13.1690748 52.5268039, 13.169686 52.5270171, 13.170177 52.5271859, 13.1703944 52.5272446, 13.1706192 52.527294, 13.1709705 52.5273345, 13.1715182 52.5273297, 13.1718309 52.5273047, 13.1720954 52.5272693, 13.1723746 52.5272169, 13.1725708 52.5271738, 13.1727802 52.5271167, 13.1729485 52.5270578, 13.1731386 52.5269913, 13.1733187 52.5269167, 13.1735004 52.5268251, 13.1737434 52.5266885, 13.1739119 52.5265909, 13.1747728 52.5261137, 13.1753401 52.525893, 13.1761976 52.5256711, 13.176317 52.5256378, 13.1770521 52.5254326, 13.1771695 52.5253998)",,,,,,,,,,33205307,901651174,0
30218983,,Gartenfelder Straße,tertiary,30,False,485.2560000000001,"LINESTRING (13.2396465 52.5428639, 13.2395085 52.5428262, 13.2394535 52.5428112, 13.2389844 52.5426831, 13.2386022 52.5425787, 13.2382831 52.5424916, 13.2381765 52.5424625, 13.2374076 52.542265, 13.2370698 52.5421783, 13.2368181 52.5421136, 13.2365981 52.5420568, 13.2362177 52.5419594, 13.2360669 52.5419207, 13.2358828 52.5418734, 13.2358418 52.5418629, 13.2356559 52.5418151, 13.235268 52.5417155, 13.2350005 52.5416468, 13.2348943 52.5416195, 13.2346659 52.5415609, 13.2342315 52.5414493, 13.2341756 52.5414299, 13.2338426 52.5413141, 13.2337707 52.5412891, 13.2336134 52.541207, 13.2334669 52.5411304, 13.2333652 52.5410773, 13.2333283 52.5410511, 13.2332243 52.5409773)",,,,,,,,,,33484080,253250427,0
19898268,1,Burscheider Weg,residential,30,False,424.18999999999994,"LINESTRING (13.2383436 52.5447306, 13.2376694 52.5445563, 13.2372306 52.5444429, 13.2371315 52.5444173, 13.2366124 52.5442831, 13.2360867 52.5441472, 13.2355691 52.5440134, 13.2350425 52.5438773, 13.2348569 52.5438293, 13.2345419 52.5437479, 13.2340516 52.5436212, 13.2336579 52.5435194, 13.2335458 52.5434904, 13.233012 52.5433525, 13.2325706 52.5432384)",,,,,,,,,,33484082,208775679,0
